0.10	338.54
0.21	226.94
0.32	209.84
0.43	200.04
0.54	194.46
0.65	194.10
0.76	189.42
0.87	187.58
0.98	185.08
1.09	181.38
1.20	176.06
1.31	169.50
1.42	161.32
1.53	151.15
1.64	138.22
1.75	120.85
1.86	94.89
1.97	45.98
2.08	5.73
2.19	12.04
2.30	15.32
2.41	15.32
2.52	12.17
2.63	11.27
2.74	10.55
2.85	8.71
2.96	6.79
3.07	5.57
