0.10	372.6
0.14	373.6
0.18	352.4
0.22	330.8
0.26	307.7
0.30	258.2
0.34	109.9
0.38	150.8
0.42	165.9
0.45	175.3
0.49	179.5
0.53	186.0
0.57	189.0
0.61	190.6
0.65	195.8
0.69	199.4
0.73	202.1
0.77	204.1
0.81	205.8
0.85	207.0
0.89	207.9
0.93	208.6
0.97	209.2
1.01	209.6
1.05	210.0
1.08	210.3
1.12	210.3
1.16	210.1
1.20	209.7
1.24	209.2
1.28	208.5
1.32	207.7
1.36	206.8
1.40	205.8
1.44	204.6
1.48	203.4
1.52	202.3
1.56	201.0
1.60	199.6
1.64	198.1
1.68	196.4
1.72	194.6
1.75	192.8
1.79	190.8
1.83	188.7
1.87	186.4
1.91	183.9
1.95	181.2
1.99	178.3
2.03	175.1
2.07	171.8
2.11	168.3
2.15	164.4
2.19	160.1
2.23	155.4
2.27	150.2
2.31	144.4
2.35	138.0
2.38	130.6
2.42	122.2
2.46	112.7
2.50	102.0
2.54	90.4
2.58	78.4
2.62	66.3
2.66	54.6
2.70	43.3
2.74	32.9
2.78	23.6
2.82	15.8
2.86	9.9
2.90	5.9
2.94	3.3
2.98	1.5
3.02	0.3
3.05	1.2
3.09	1.3
3.13	0.6
3.17	1.1
3.21	1.3
3.25	1.4
3.29	1.3
3.33	1.2
3.37	1.1
3.41	0.6
3.45	1.0
3.49	1.0
3.53	0.9
3.57	0.9
3.61	0.8
3.65	0.7
3.68	0.7
3.72	0.6
3.76	0.6
3.80	0.5
3.84	0.5
3.88	0.4
3.92	0.4
3.96	0.3
4.00	0.3
